   -1.04060767e+06,    1.25553410e+06,   -1.50108421e+06
    3.70748637e+05,   -2.92189207e+05,    1.43784213e+05
    2.71961924e+05,   -1.06583741e+06,    4.05650887e+04
   -8.89781153e+04,    7.06912892e+05,   -7.54206203e+05
   -7.84959132e+05,    1.07134038e+06,   -3.98424982e+05
    9.35278989e+05,   -1.64071873e+06,    5.59342100e+05
   -8.62102157e+05,    7.48715815e+05,    8.40100863e+05
   -1.24977500e+06,   -3.13851056e+05,    1.41263990e+06
   -7.90082332e+05,   -2.41887267e+05,   -3.38503682e+05
   -1.57487113e+06,   -6.47786440e+05,    8.81981127e+05
    6.68075785e+05,   -1.73606967e+05,   -3.47130882e+05
    2.94053144e+04,    1.90997521e+05,   -1.18386024e+06
   -3.83614865e+05,    4.13260699e+05,    1.75689650e+05
    1.64570823e+05,   -9.68036941e+05,    2.32938485e+05
    7.16400658e+05,   -1.99507933e+05,   -1.25373285e+05
   -2.00137935e+06,    1.56890018e+05,   -7.51596465e+05
   -5.17028035e+05,    1.50178912e+05,    7.87300277e+05
   -2.53072021e+03,    3.46711830e+04,   -1.02504497e+05
    6.69930940e+05,   -3.32171597e+05,   -2.87265323e+05
   -6.52830711e+05,    2.06764983e+05,    1.05809939e+06
   -3.03413878e+05,    1.19182098e+05,   -3.31487573e+05
   -5.40874206e+05,   -5.65486071e+05,   -9.66814174e+05
    1.75589034e+05,   -1.57635216e+06,    9.66893641e+05
   -2.22424505e+05,   -9.30970315e+05,    2.94906453e+05
    5.92459986e+05,    1.59127847e+05,    4.98948552e+05
   -7.69497216e+05,   -1.39656989e+06,    3.55234927e+04
    4.16414319e+05,   -7.12087362e+04,    3.95582515e+05
    6.22671068e+05,    1.46753548e+06,    5.86274634e+05
   -7.30803337e+02,    2.17773985e+05,   -6.42421871e+05
   -1.06273135e+05,    2.99594845e+04,   -4.21406715e+05
    1.67643233e+05,   -3.37323394e+05,    9.86326047e+05
   -5.34129789e+05,   -1.82240328e+05,    3.13730735e+05
   -1.80951450e+05,   -4.00636077e+05,   -1.31891728e+05
   -1.08842039e+04,   -1.04398806e+06,   -6.38317815e+05
    5.47701439e+05,   -8.47648276e+05,    3.61849247e+05
   -2.29981293e+04,    3.12389559e+05,   -3.71822047e+05
   -1.28054703e+06,    8.72751607e+05,    1.58776925e+05
    8.37125493e+05,    1.08774450e+06,    4.20143462e+05
    2.32510363e+05,   -2.97841956e+05,    1.17154596e+05
    4.48249592e+05,    5.55726046e+05,   -2.90131654e+05
   -1.64705392e+06,   -8.73255377e+05,    6.49997412e+05
    7.18500463e+05,   -4.38003808e+05,    6.63379305e+05
   -9.96786415e+05,    1.13491629e+05,    7.65445545e+04
    1.04412617e+06,   -4.53782997e+05,   -2.18097007e+06
   -1.04035461e+06,   -4.04309469e+05,    7.90585746e+05
    2.63686847e+05,   -3.60116034e+05,    1.52551850e+05
    5.92737211e+05,    1.03829925e+06,    8.87954192e+04
    3.01092309e+05,    3.80322414e+03,   -2.56685100e+05
   -6.94706794e+05,    6.35763731e+05,    5.21509680e+05
   -6.32413802e+05,    6.98261415e+05,    1.12634373e+05
    2.00599463e+05,    9.73180675e+05,    9.50904314e+05
    3.93409383e+05,    3.11222546e+05,   -1.19545905e+05
   -7.41535332e+04,    1.84250448e+06,    1.74060251e+05
    4.02888342e+05,    3.92734357e+05,    1.14573640e+06
    2.47206061e+05,   -6.51787278e+05,    2.21619675e+05
    2.29307814e+04,   -2.49833891e+05,   -6.32097458e+04
    8.85353871e+05,    4.31692856e+05,    1.49681394e+05
   -6.54653136e+05,    2.99802427e+05,    2.23062711e+04
    5.19706527e+05,   -5.55507688e+05,    1.19850680e+06
    2.08771405e+04,    5.39892939e+05,    3.27144197e+05
    1.41443707e+05,   -8.98509244e+05,    1.10048135e+05
    5.86129583e+05,   -1.78973467e+05,    1.24089431e+05
   -2.45804126e+05,    2.12650565e+05,   -9.56941938e+05
   -2.43822035e+05,    8.38143488e+04,   -5.62848188e+05
   -1.07555468e+06,    7.04358261e+05,    5.12548882e+05
    4.01103191e+05,    1.14561238e+05,    1.08320629e+05
    2.21694215e+06,    6.74715242e+05,   -5.60915037e+05
    1.97309539e+06,    7.76203969e+05,    9.20330251e+05
    1.88480158e+06,   -8.60009871e+05,    4.88323949e+04
    5.97968413e+05,    4.27406678e+05,   -1.28514060e+06
    9.19338679e+05,    7.40353820e+05,    1.96692695e+05
    6.61641866e+05,   -4.53210861e+05,   -7.58588357e+05
    2.56883309e+05,   -8.83450413e+04,   -7.38623946e+05
    9.18821040e+05,    8.01114934e+05,    3.47357964e+05
   -2.27080498e+04,    1.88329992e+05,   -2.38390578e+05
   -5.30233092e+05,   -1.20906954e+06,    7.63270951e+05
    2.91962129e+05,   -3.62787853e+05,   -5.54246764e+05
   -3.70441467e+05,   -6.05024280e+05,   -1.23974651e+06
   -9.22779234e+05,    6.40123557e+05,    2.46160911e+05
    5.13853357e+05,   -6.84209800e+04,   -9.17884765e+05
   -2.52474473e+05,   -9.82985873e+05,   -1.16034634e+06
   -8.72598911e+05,   -3.72253874e+04,   -1.19048199e+06
   -5.93298472e+05,    3.03037867e+05,    7.86225924e+05
   -1.79365727e+05,   -7.38707835e+04,   -7.87439067e+05
    5.71616932e+05,    3.99659190e+05,    1.61574162e+04
    1.30354346e+06,    7.92410975e+05,    6.79682419e+04
   -1.40563385e+06,   -1.63183579e+06,    5.16416503e+05
    5.19693221e+05,    3.94195163e+04,    5.08978655e+05
    9.80543843e+05,   -8.72072778e+04,   -3.25758406e+05
   -1.91146394e+05,   -8.04810278e+04,    2.57394073e+04
    3.68286156e+05,   -1.99647465e+04,    8.57512997e+04
    3.78148576e+05,   -9.34832250e+05,    7.88047931e+05
   -4.71207396e+05,    4.31838858e+05,    3.70940881e+05
   -8.76947055e+05,    9.39340648e+05,    8.46244476e+05
   -5.82524866e+05,    4.14379638e+05,    1.11516918e+05
    7.78382269e+05,    1.73173506e+05,    2.09783531e+05
   -6.64387635e+05,   -4.34663031e+05,    5.24531827e+05
    2.38528813e+05,    1.63635934e+05,    4.58252932e+05
   -6.24238641e+05,   -9.15427635e+05,    2.78590391e+04
    6.23158888e+05,    6.62702924e+05,    4.47279168e+05
   -7.92824788e+05,   -6.62544162e+05,    1.27066445e+05
   -4.41733587e+05,    7.14730508e+05,    1.02519947e+06
    4.01377142e+05,    7.90223660e+04,   -3.91448729e+05
   -1.19655291e+05,    3.59070230e+05,   -9.23374568e+04
   -1.02093062e+04,   -3.04939100e+05,    5.17778393e+05
   -9.67507554e+05,   -8.68237997e+05,    5.01125060e+05
    7.99796915e+05,    8.83868504e+05,    4.25432924e+05
    9.47636642e+05,   -8.73348889e+05,    4.69768663e+05
    1.44174833e+06,   -2.65436343e+05,   -1.66708802e+06
    9.05444630e+04,   -3.84134305e+05,   -1.58759448e+06
   -3.95468524e+05,    1.41896110e+06,    3.67249517e+04
   -6.07007547e+05,    4.36035515e+05,   -2.97292216e+04
   -3.12828848e+05,    1.65446495e+05,    3.67609570e+05
   -3.31522368e+05,    4.51728084e+04,   -4.62518666e+05
    1.13889248e+06,    5.87583185e+05,    6.00622965e+05
    8.14908477e+05,    3.78056854e+05,   -2.99326089e+05
    1.09042831e+06,    2.05941420e+05,   -1.11828711e+06
